"(1.0588608296871183, 0.3395856848850846)"
"(1.1421840061505635, 0.29093745694756507)"
"(1.0867967210769651, 0.24900584533512593)"
"(1.0504842784722643, 0.22953074453473088)"
"(0.9759817099412281, 0.20600881946086883)"
"(1.0059595901648202, 0.19245555030703543)"
"(0.983691122897466, 0.1853259462147951)"
"(0.9682957066377004, 0.16887285406589508)"
"(0.9945282245318094, 0.15759429414272308)"
"(0.9774210050900777, 0.15559898830652236)"
