"(0.4995911739826202, 0.28322043227255345)"
"(0.5447112063884736, 0.2505555455029011)"
"(0.5834743304252625, 0.21490841525495052)"
"(0.5903964769363403, 0.19916150097250937)"
"(0.5967861158370972, 0.18350715908408166)"
"(0.6021127268791199, 0.17088030047416686)"
"(0.6100967869758606, 0.16845075967907908)"
"(0.6232359241008758, 0.15713721095323563)"
"(0.618217290687561, 0.15658086843490598)"
"(0.6189311695098876, 0.15323052201271056)"
