0.16225614 0.37747625 0.016
0.20813344 0.34735155 0.0016
0.19597149 0.3266333  0.004
0.210496   0.31766203 0.008
0.21189721 0.307487   0.0024
0.2489021 0.301141  0.006
0.24783432 0.29453632 0.001
0.2535279  0.28689647 0.0024
0.25887492 0.28056413 0.0008
0.27700892 0.27510175 0.0008
0.28307503 0.27163672 0.004
0.3014896  0.26491597 0.0068
0.2728693  0.26045015 0.0028
0.2968572  0.25354785 0.0064
0.2809782  0.24976389 0.0124
0.27563253 0.24470966 0.0084
0.27091897 0.23726523 0.0076
0.29740232 0.23757768 0.006
0.27902502 0.23401465 0.0068
0.28344756 0.2299272  0.0056
0.2785689  0.22362658 0.0052
0.2737024  0.21802264 0.0092
0.23858504 0.21324159 0.0096
0.22804075 0.20895122 0.0104
0.23054922 0.2032136  0.0092
0.21987784 0.20176552 0.0084
0.19566622 0.19528647 0.0108
0.215054   0.19127022 0.0072
0.19111127 0.18450478 0.0064
0.20284165 0.17732187 0.0012
