"(2.004830114281981, 1.5995736867224308, 1.0519398)"
"(1.7603896923812519, 1.3447290222811952, 1.0636909)"
"(1.7123918491690322, 1.3587586275776173, 1.0135069)"
"(1.6327765858253562, 1.3919648771517412, 0.9793366)"
"(1.696932891045293, 1.3462844147982218, 0.98558265)"
"(1.7422732837207566, 1.360801610194819, 0.96984875)"
"(1.6583464846631248, 1.3789904717328358, 0.9568514)"
"(1.6324313200908382, 1.3342668459372335, 0.94010353)"
"(1.600815199445883, 1.342076896265381, 0.9541742)"
"(1.6055192649725212, 1.3147315557874226, 0.9553817)"
"(1.5686266582810193, 1.3065850543162099, 0.94724244)"
"(1.5744932033658532, 1.3650509913861337, 0.94350445)"
"(1.5401242389180847, 1.386060633338553, 0.94590205)"
"(1.5422498152822406, 1.394350842101539, 0.9551081)"
"(1.519944359930328, 1.3646172876375962, 0.9443178)"
"(1.5281104131083623, 1.420667904632764, 0.9402721)"
"(1.5546266255333052, 1.3724046964359524, 0.9526903)"
"(1.4959126412352965, 1.2866455247091761, 0.9416685)"
"(1.5338166152149146, 1.3195049011738167, 0.9394708)"
"(1.5255804021846857, 1.3008920027143573, 0.9451187)"
"(1.5311542108141396, 1.3204180150179616, 0.9444327)"
"(1.5698149210845043, 1.3327584212077503, 0.95973647)"
"(1.5325754771037279, 1.3332038574999447, 0.95705575)"
"(1.5100317609232001, 1.2986379184460488, 0.9640588)"
"(1.4988177556621851, 1.3001997174159607, 0.93394756)"
"(1.5217721420007047, 1.3045059766240663, 0.94047266)"
"(1.5307703180005283, 1.333820682895458, 0.949324)"
"(1.5337808328577343, 1.3296512501652915, 0.94517076)"
"(1.5547042712532542, 1.330388551919357, 0.9421189)"
"(1.5400483517979604, 1.3186929108427647, 0.9445091)"
