"(0.1452965001470013, 0.08851742831994852, 0.04724229421451309)"
"(0.13860774830553238, 0.09724812513063372, 0.044725364914050436)"
"(0.14011730504546543, 0.08527869512041505, 0.03363930107996566)"
"(0.137199526529737, 0.08144452630890009, 0.0306702331359731)"
"(0.12887941547464693, 0.07635634973127162, 0.034768392126259276)"
"(0.12681054847898304, 0.07979754193457919, 0.03587603597173584)"
"(0.1286115709316637, 0.07635358323125147, 0.03021509161997237)"
"(0.13211977881622264, 0.08105746164921729, 0.03160810597986784)"
"(0.13331711311906805, 0.07667299938272264, 0.03189820412435511)"
"(0.13070492108058337, 0.07137308095486661, 0.0302002958841098)"
"(0.12904323198294318, 0.0684211815158691, 0.03162154099800682)"
"(0.12868041805028155, 0.07027420045060861, 0.027077580732942443)"
"(0.1274924168114969, 0.06920292122201935, 0.029755761062165036)"
"(0.12936705752268868, 0.0738762590750499, 0.02860305924339336)"
"(0.12605595870096115, 0.07494625630895899, 0.031228105479793156)"
"(0.12705536510289062, 0.07102983404145052, 0.027864358286414065)"
"(0.1258822606518294, 0.06950666585777944, 0.027201970286350113)"
"(0.12632178339038622, 0.06947721601947851, 0.02664358092723705)"
"(0.1247079426292021, 0.07483828195391327, 0.028067791815169038)"
"(0.12351286240555022, 0.075038736828931, 0.030810241298796608)"
"(0.12927645873971746, 0.07112549346546584, 0.025966510823581486)"
"(0.12333037567462418, 0.07206586085627496, 0.027061333112286957)"
"(0.1279553354456321, 0.07335459404162248, 0.02796515714020934)"
"(0.12431191069822636, 0.0710448431067256, 0.026454500847338927)"
"(0.12879393762376878, 0.07627349722854915, 0.024014414660173497)"
"(0.12572819802352625, 0.07568675130640332, 0.025001609996450132)"
"(0.12412442214409933, 0.07688332032892722, 0.02684632012504735)"
"(0.12664118848034525, 0.07552363937233003, 0.025420735620369672)"
"(0.1249586636833756, 0.07287037020288117, 0.027394956914659995)"
"(0.12566798147709526, 0.07387260611694546, 0.02507334101741144)"
