"(0.11613705125384002, 0.06409065916852277, 0.03927820785818803)"
"(0.12501329319723445, 0.06420932125070547, 0.04164499679516302)"
"(0.11979795562892832, 0.062204651957095555, 0.036327155164431316)"
"(0.12125941797298764, 0.0562290144287471, 0.029785628478274154)"
"(0.12235182806822559, 0.054049442338474835, 0.030318696127377916)"
"(0.1179837314628101, 0.05129282230571545, 0.029297320714301897)"
"(0.11684266475654585, 0.05282155169260485, 0.027621589889648024)"
"(0.11964997246537387, 0.04845659308913447, 0.024543778687526357)"
"(0.12079957458880818, 0.05049728647723088, 0.02408786394280105)"
"(0.12001274591580005, 0.0461904289996629, 0.023867083235816246)"
"(0.11933235734857517, 0.05202862221537208, 0.02852272673611296)"
"(0.11847485680244864, 0.049129374037427335, 0.022032693046208442)"
"(0.11686779682638954, 0.05078025619891422, 0.022830119405500594)"
"(0.12111790980031509, 0.05089871243739318, 0.020512616835683364)"
"(0.1192453279639638, 0.05015599921267995, 0.02206163581917026)"
"(0.12129879058586665, 0.05029947722471545, 0.02250980722359818)"
"(0.12173682065642641, 0.04711941611888752, 0.020521242880646606)"
"(0.12108895991475, 0.049509792164870225, 0.020359412227594298)"
"(0.11977907096530763, 0.04562704644882752, 0.018376760344521608)"
"(0.11932807938245679, 0.0491986422081739, 0.01745215695992447)"
"(0.12209757680178007, 0.045245526774950584, 0.017312085291458786)"
"(0.12225974733016773, 0.04773681543619015, 0.01833358840763103)"
"(0.11907856273695652, 0.05118086093357698, 0.02086985997832526)"
"(0.12138461754278251, 0.04891030544777742, 0.02108898532224048)"
"(0.1228287530582238, 0.0476796073872397, 0.02163981357901357)"
"(0.12160245120455655, 0.047787991554653776, 0.020364607840601817)"
"(0.12248189939159056, 0.048124159572253036, 0.017137908970762512)"
"(0.12329016373545745, 0.04993035482513651, 0.02432673618028057)"
"(0.1206107270486289, 0.04779295111287202, 0.01916874267756939)"
"(0.12431824120676173, 0.04317773675905911, 0.020035348355802125)"
