0.22488014, 0.26644143
0.2764627 ,0.2307882
0.22104044, 0.19962804
0.21917331, 0.19418105
0.22212766, 0.19030313
0.22025758, 0.17615099
0.21403295, 0.17218235
0.2066976 , 0.16041598
0.21258998, 0.17222585
0.21658781, 0.17019403
0.21672583, 0.17514229
0.22078973, 0.15983203
0.22121961, 0.17492755
0.2274289 , 0.16795877
0.22481367, 0.16095248
0.23414701, 0.16051432
0.22970867, 0.16111809
0.23761024, 0.16428138
0.246053  , 0.16103311
0.22776702, 0.16079085
0.23512681, 0.15986988
0.23539689, 0.16012086
0.23113187, 0.16267866
0.24040297, 0.17174341
0.24269068, 0.16658494
0.24898386, 0.17072682
0.25499663, 0.16660616
0.29017305, 0.17143762
0.25475624, 0.17371798
0.2556587 ,0.1705947
