0.10643946 0.39782453 0.0268
0.12153254 0.3611246  0.006
0.14384331 0.34593534 0.0036
0.12449126 0.33460528 0.0024
0.14899918 0.32681972 0.0028
0.15006968 0.31891215 0.0036
0.18083434 0.3107975  0.0048
0.20060131 0.30068007 0.0124
0.1623594 0.2938126 0.008
0.18712507 0.29033843 0.0016
0.20639998 0.2794895  0.0056
0.20347546 0.2743142  0.0072
0.19214585 0.26817268 0.0112
0.18842535 0.26269898 0.0128
0.19757217 0.25886598 0.0096
0.17341518 0.25494897 0.0152
0.17183284 0.25061825 0.0156
0.18751517 0.24783471 0.012
0.15203491 0.24670549 0.0128
0.15560058 0.24346343 0.0144
0.14475355 0.24254829 0.0116
0.15236492 0.23968285 0.01
0.14490084 0.23678188 0.0092
0.1584154  0.23417118 0.0076
0.1539614  0.23247597 0.0112
0.1692408  0.23014992 0.0072
0.16672188 0.22727448 0.0076
0.15462297 0.22569391 0.0096
0.16594785 0.22387932 0.0088
0.15419194 0.22280905 0.008
