"(0.3226905917167663, 0.21636942401429016)"
"(0.3538797353744506, 0.18506878328373033)"
"(0.35692775212923683, 0.16494975786631305)"
"(0.34301949936548864, 0.13893045941044888)"
"(0.33555713675816845, 0.12992891136606535)"
"(0.33639677238464355, 0.11902785506447155)"
"(0.3419259272734324, 0.1102196827550729)"
"(0.3523905034224192, 0.10473645073672136)"
"(0.35809773577054343, 0.10137712837060292)"
"(0.3701862051328023, 0.098363192542394)"
