[0.10876394 0.41114414 0.08      ]
[0.09500733 0.3743827  0.0832    ]
[0.08848317 0.3558546  0.09      ]
[0.05817043 0.3410549  0.0744    ]
[0.052323   0.32603756 0.0812    ]
[0.05209835 0.31675345 0.08      ]
[0.05072858 0.31043518 0.0788    ]
[0.05438783 0.30467653 0.0776    ]
[0.06588225 0.29971772 0.0764    ]
[0.06619775 0.29128915 0.0856    ]
[0.07072847 0.28682733 0.0876    ]
[0.06366543 0.28418905 0.0824    ]
[0.07348513 0.28165066 0.0824    ]
[0.07292632 0.2782759  0.0808    ]
[0.06539423 0.27497378 0.0812    ]
[0.06690179 0.2691825  0.0828    ]
[0.08309969 0.2641785  0.0872    ]
[0.0641031 0.2593892 0.0884   ]
[0.06414463 0.2567711  0.0824    ]
[0.05860476 0.25277266 0.0828    ]
[0.05798491 0.24871093 0.084     ]
[0.05599948 0.2412911  0.08      ]
[0.05155461 0.23772606 0.0792    ]
[0.06172046 0.2320216  0.0788    ]
[0.06664906 0.2269789  0.0768    ]
[0.07365776 0.22112177 0.0764    ]
[0.06386325 0.21897255 0.0748    ]
[0.06782842 0.21474448 0.0668    ]
[0.07174924 0.20919052 0.0628    ]
[0.07346719 0.20602451 0.068     ]
