0.34717444 0.33860365 0.0144
0.18689719 0.26067743 0.0276
0.1592202 0.2145849 0.0104
0.21738777 0.18065068 0.024
0.20409198 0.15723096 0.026
0.1696034  0.14556576 0.0384
0.12383848 0.13227226 0.0332
0.14182916 0.12380676 0.0232
0.10381054 0.11205336 0.0364
0.11774548 0.1035956  0.0192
0.08829553 0.1066054  0.0072
0.09408479 0.09713604 0.012
0.10030554 0.10161622 0.016
0.09260532 0.09506482 0.0212
0.10163709 0.08975587 0.0276
0.10014979 0.09254722 0.0008
0.10254503 0.08983792 0.0132
0.10820973 0.0837127  0.024
0.11038068 0.09042969 0.0088
0.10846695 0.084563   0.0124
0.09271235 0.08456042 0.026
0.10744112 0.08227795 0.022
0.09985909 0.08035183 0.0232
0.12296475 0.0762715  0.018
0.11496878 0.07596653 0.0252
0.11678483 0.07834116 0.0256
0.13241255 0.08592425 0.0208
0.13155353 0.07718791 0.02
0.13481256 0.07521135 0.0248
0.12499595 0.07283889 0.034
