0.17699242, 0.08477753
0.11853313, 0.03858696
0.12943193, 0.0291034 
0.09220665, 0.02383553
0.07582644, 0.04164256
0.09076302, 0.03306411
0.10012452, 0.03078253
0.10638166, 0.03304511
0.08649354, 0.04354991
0.10007121, 0.02207248
0.09263556, 0.02611762
0.10766031, 0.02707163
0.09365602, 0.03148329
0.11494426, 0.02847823
0.08903346, 0.02605105
0.08905347, 0.03984325
0.0870341 , 0.03627809
0.09013133, 0.03313699
0.0847051 , 0.03559095
0.07779413, 0.0302751 
0.09228897, 0.06456662
0.0880452 , 0.03128901
0.07239782, 0.02378284
0.07650436, 0.03052662
0.07386924, 0.02884086
0.07317643, 0.02199635
0.06561857, 0.02933454
0.06040133, 0.02148404
0.07158523, 0.04364812
0.07265681, 0.02377566
