[0.28914756 0.42145503 0.0572    ]
[0.23173827 0.3730556  0.0952    ]
[0.20341201 0.35504192 0.0872    ]
[0.21417162 0.3383299  0.0944    ]
[0.1957062 0.3299587 0.0948   ]
[0.16834359 0.32021707 0.096     ]
[0.16207467 0.31336367 0.0956    ]
[0.16751897 0.3079753  0.0956    ]
[0.183926   0.30534706 0.0964    ]
[0.17657034 0.29975814 0.0976    ]
[0.18668158 0.2944365  0.09      ]
[0.18939976 0.2881406  0.088     ]
[0.15915671 0.28158224 0.0872    ]
[0.12743017 0.27796656 0.0856    ]
[0.13803136 0.27114493 0.0916    ]
[0.15551716 0.2679376  0.0944    ]
[0.13392624 0.26585004 0.0856    ]
[0.12101556 0.2634419  0.094     ]
[0.10264159 0.2613879  0.0896    ]
[0.0934123  0.25699794 0.09      ]
[0.09782472 0.24466103 0.0952    ]
[0.10172407 0.2585484  0.0888    ]
[0.11368757 0.23477685 0.0936    ]
[0.11636009 0.2522876  0.0948    ]
[0.11014374 0.23141931 0.0972    ]
[0.11309262 0.24927619 0.0932    ]
[0.10255513 0.24392119 0.0956    ]
[0.09999073 0.2428659  0.096     ]
[0.10433171 0.23995985 0.0908    ]
[0.11257086 0.23833854 0.0916    ]
