0.32369033 0.37158933 0.0732
0.3233503  0.34371895 0.0536
0.36349562 0.32289943 0.0284
0.32434136 0.3038997  0.024
0.27994147 0.2862645  0.0216
0.27154964 0.27161717 0.014
0.20766206 0.25869578 0.0168
0.20642762 0.25388408 0.0108
0.19754937 0.24145927 0.0088
0.20749421 0.23208317 0.0004
0.21214074 0.22695768 0.0012
0.17770928 0.21359621 0.0076
0.17907976 0.20886835 0.0164
0.1528529  0.20281342 0.0208
0.14443626 0.19405815 0.0188
0.1476873  0.18465202 0.0296
0.12782249 0.17758    0.0072
0.1394371  0.16946118 0.0136
0.12795934 0.1648331  0.0152
0.14118296 0.16085322 0.0004
0.16815296 0.15900242 0.0044
0.16028558 0.15581092 0.0028
0.15371881 0.15218969 0.0012
0.1516985  0.14944264 0.0084
0.16221154 0.14501353 0.0028
0.14458622 0.13956307 0.0072
0.15121396 0.13958083 0.0008
0.13928363 0.13749455 0.0048
0.1513304  0.14107375 0.012
0.14035991 0.13434781 0.0048
